make_model,power_kW,age,empty_weight,mileage,gearbox,gears,drivetrain,cons_avg,co_emissions,price
Hyundai i30,202.0,3.0,1584.0,37000.0,Manual,6.0,Front,7.8,178.0,27990.0
Hyundai i30,206.0,1.0,1549.0,11500.0,Automatic,8.0,Front,5.9,142.0,37999.0
Hyundai i30,206.0,1.0,1584.0,7500.0,Automatic,7.0,Front,5.9,142.0,36990.0
Hyundai i30,202.0,2.0,1584.0,11000.0,Manual,6.0,Front,7.1,176.0,37999.0
Hyundai i30,118.0,0.0,1584.0,7.0,Manual,6.0,Front,5.4,123.0,26950.0
Hyundai i30,206.0,0.0,1586.0,2500.0,Manual,6.0,Front,8.0,182.0,38599.0
Hyundai i30,103.0,3.0,1330.0,51500.0,Manual,6.0,Front,5.9,134.0,22800.0
Hyundai i30,206.0,1.0,1549.0,8200.0,Automatic,8.0,Front,5.9,142.0,40000.0
Hyundai i30,202.0,3.0,1584.0,52200.0,Manual,6.0,Front,7.1,163.0,27990.0
Hyundai i30,118.0,0.0,1584.0,7.0,Manual,6.0,Front,5.4,123.0,27450.0
Hyundai i30,137.0,5.0,1584.0,70600.0,Manual,6.0,Front,7.3,173.0,15490.0
Hyundai i30,206.0,1.0,1584.0,10.0,Manual,6.0,Front,8.0,182.0,35990.0
Hyundai i30,137.0,6.0,1357.0,18000.0,Manual,6.0,Front,7.3,169.0,18998.0
Hyundai i30,118.0,0.0,1584.0,9.0,Manual,6.0,Front,5.4,123.0,26950.0
Hyundai i30,66.0,9.0,1584.0,186000.0,Manual,6.0,Front,4.1,109.0,6199.0
Hyundai i30,202.0,3.0,1584.0,45470.0,Manual,6.0,Rear,7.8,178.0,28887.0
Hyundai i30,81.0,7.0,1356.0,97356.0,Manual,6.0,Front,3.8,99.0,9990.0
Hyundai i30,202.0,3.0,1584.0,25300.0,Manual,6.0,Front,7.8,178.0,32000.0
Hyundai i30,118.0,0.0,1584.0,8.0,Manual,6.0,Front,5.4,123.0,26950.0
Hyundai i30,202.0,2.0,1584.0,3333.0,Manual,6.0,Front,7.8,178.0,31480.0
Hyundai i30,118.0,9.0,1365.0,143000.0,Manual,6.0,Front,4.1,108.0,7500.0
Hyundai i30,206.0,0.0,1506.0,10.0,Manual,6.0,Front,8.0,182.0,39850.0
Hyundai i30,206.0,1.0,1584.0,25.0,Manual,6.0,Front,8.0,182.0,38170.0
Hyundai i30,206.0,0.0,1584.0,15.0,Automatic,7.0,Front,8.4,191.0,39990.0
Hyundai i30,206.0,0.0,1506.0,15.0,Manual,6.0,Front,5.9,142.0,37750.0
Hyundai i30,118.0,0.0,1584.0,7.0,Manual,6.0,Front,5.4,123.0,26950.0
Hyundai i30,206.0,0.0,1530.0,5000.0,Automatic,7.0,Front,8.4,191.0,38490.0
Hyundai i30,99.0,7.0,1299.0,74000.0,Automatic,6.0,Front,6.7,142.0,13950.0
Hyundai i30,118.0,0.0,1584.0,12.0,Manual,6.0,Front,5.4,123.0,26950.0
Hyundai i30,206.0,0.0,1506.0,15.0,Manual,6.0,Front,5.9,142.0,39990.0
Hyundai i30,206.0,0.0,1584.0,50.0,Automatic,7.0,Front,8.4,191.0,43990.0
Hyundai i30,206.0,0.0,1584.0,50.0,Automatic,7.0,Front,8.4,191.0,44290.0
Hyundai i30,206.0,0.0,1506.0,5.0,Manual,6.0,Front,5.9,142.0,42600.0
Hyundai i30,118.0,0.0,1584.0,8.0,Manual,6.0,Front,5.4,123.0,26950.0
Hyundai i30,118.0,0.0,1584.0,7.0,Manual,6.0,Front,5.4,123.0,26950.0
Hyundai i30,117.0,0.0,1488.0,100.0,Manual,6.0,Front,5.4,124.0,28480.0
Hyundai i30,202.0,2.0,1584.0,17250.0,Manual,6.0,Front,7.8,178.0,28990.0
Hyundai i30,117.0,1.0,1377.0,150.0,Manual,6.0,Front,5.4,124.0,24995.0
Hyundai i30,118.0,0.0,1584.0,16.0,Manual,6.0,Front,5.4,123.0,26950.0
Hyundai i30,118.0,0.0,1501.0,9.0,Manual,6.0,Front,5.4,123.0,26950.0
Hyundai i30,118.0,0.0,1501.0,9.0,Manual,6.0,Front,5.4,123.0,26950.0
Hyundai i30,118.0,0.0,1503.0,10.0,Automatic,7.0,Front,5.4,124.0,32980.0
Hyundai i30,202.0,3.0,1584.0,13500.0,Manual,6.0,Front,5.9,142.0,43900.0
Hyundai i30,118.0,0.0,1501.0,10.0,Manual,6.0,Front,5.4,142.0,27450.0
Hyundai i30,118.0,0.0,1501.0,9.0,Manual,6.0,Front,5.4,123.0,26950.0
Hyundai i20,74.0,7.0,1085.0,62706.0,Manual,6.0,Front,5.5,112.0,9990.0
Hyundai i30,118.0,0.0,1425.0,16.0,Manual,6.0,Front,5.4,123.0,26950.0
Hyundai i30,99.0,7.0,1267.0,115000.0,Manual,6.0,Front,6.0,139.0,10990.0
Hyundai i30,73.0,9.0,1260.0,163000.0,Manual,6.0,Front,6.0,139.0,5799.0
Hyundai i30,103.0,3.0,1584.0,75304.0,Manual,6.0,Front,5.9,0.0,17490.0
Hyundai i30,118.0,0.0,1501.0,9.0,Manual,6.0,Front,5.4,123.0,26950.0
Hyundai i30,118.0,0.0,1501.0,7.0,Manual,6.0,Front,5.4,123.0,27450.0
Hyundai i30,118.0,0.0,1501.0,9.0,Manual,6.0,Front,5.4,123.0,26950.0
Hyundai i30,117.0,1.0,1425.0,45648.0,Manual,6.0,Front,5.4,124.0,22990.0
Hyundai i30,103.0,2.0,1330.0,52000.0,Automatic,7.0,Front,5.7,130.0,23000.0
Hyundai i30,118.0,0.0,1501.0,10.0,Manual,6.0,Front,5.4,142.0,27450.0
Hyundai i30,206.0,0.0,1610.0,1500.0,Automatic,8.0,Front,8.4,191.0,39990.0
Hyundai i30,73.0,8.0,1260.0,101277.0,Manual,6.0,Front,6.0,139.0,7000.0
Hyundai i30,206.0,1.0,1584.0,25.0,Automatic,8.0,Front,8.4,191.0,38970.0
Hyundai i30,118.0,0.0,1425.0,7.0,Manual,6.0,Front,5.4,123.0,26950.0
Hyundai i30,118.0,0.0,1425.0,7.0,Manual,6.0,Front,5.4,123.0,26950.0
Hyundai i30,118.0,0.0,1501.0,10.0,Manual,6.0,Front,5.4,142.0,27950.0
Hyundai i30,88.0,3.0,1317.0,29765.0,Manual,6.0,Front,5.2,120.0,16800.0
Hyundai i30,118.0,0.0,1425.0,8.0,Manual,6.0,Front,5.4,123.0,26950.0
Hyundai i30,118.0,0.0,1425.0,16.0,Manual,6.0,Front,5.4,123.0,26950.0
Hyundai i30,103.0,3.0,1330.0,10000.0,Automatic,7.0,Front,5.4,125.0,19799.0
Hyundai i30,103.0,2.0,1330.0,55200.0,Automatic,7.0,Front,5.9,142.0,22890.0
Hyundai i30,118.0,0.0,1501.0,10.0,Manual,6.0,Front,5.4,142.0,27950.0
Hyundai i30,206.0,1.0,1584.0,4900.0,Automatic,7.0,Front,8.4,191.0,38250.0
Hyundai i20,88.0,6.0,1085.0,95370.0,Manual,6.0,Front,4.8,112.0,10490.0
Hyundai i30,73.0,9.0,1260.0,127000.0,Manual,6.0,Front,6.0,139.0,7800.0
Hyundai i20,150.0,0.0,1220.0,100.0,Manual,6.0,Front,7.0,158.0,30490.0
Hyundai i30,66.0,9.0,1584.0,102500.0,Manual,6.0,Front,3.5,93.0,8499.0
Hyundai i30,117.0,1.0,1345.0,20.0,Manual,6.0,Front,5.4,124.0,26990.0
Hyundai i30,118.0,0.0,1501.0,10.0,Manual,6.0,Front,5.4,142.0,27950.0
Hyundai i30,117.0,0.0,1377.0,4500.0,Automatic,7.0,Front,5.4,124.0,26590.0
Hyundai i20,88.0,6.0,1085.0,46442.0,Manual,6.0,Front,4.8,112.0,11000.0
Hyundai i20,88.0,4.0,1085.0,5396.0,Manual,6.0,Front,5.35,112.0,15490.0
Hyundai i30,99.0,8.0,1584.0,66747.0,Automatic,7.0,Front,5.7,157.0,12950.0
Hyundai i30,103.0,4.0,1330.0,49500.0,Automatic,7.0,Front,5.7,130.0,21860.0
Hyundai i30,99.0,8.0,1584.0,76000.0,Manual,6.0,Front,6.0,139.0,10990.0
Hyundai i20,66.0,6.0,1155.0,104000.0,Manual,6.0,Front,4.1,106.0,10500.0
Hyundai i20,74.0,7.0,1085.0,81645.0,Manual,6.0,Front,5.5,0.0,11900.0
Hyundai i30,118.0,0.0,1501.0,10.0,Manual,6.0,Front,5.4,142.0,27950.0
Hyundai i30,88.0,1.0,1317.0,4838.0,Manual,6.0,Front,5.5,126.0,20065.0
Hyundai i30,73.0,9.0,1260.0,77100.0,Manual,6.0,Front,6.0,139.0,8800.0
Hyundai i30,81.0,5.0,1356.0,81000.0,Manual,6.0,Front,3.8,103.5,13000.0
Hyundai i30,88.0,4.0,1317.0,45000.0,Manual,6.0,Front,5.2,120.0,19000.0
Hyundai i20,74.0,7.0,1085.0,123512.0,Manual,6.0,Front,5.5,127.0,10490.0
Hyundai i30,103.0,5.0,1287.0,47000.0,Automatic,7.0,Front,5.5,129.0,18200.0
Hyundai i30,88.0,1.0,1317.0,4672.0,Manual,6.0,Front,5.5,126.0,20065.0
Hyundai i30,73.0,9.0,1584.0,107031.0,Manual,6.0,Front,6.0,142.0,8498.0
Hyundai i30,103.0,3.0,1514.0,28300.0,Automatic,7.0,Front,5.5,125.0,21390.0
Hyundai i30,103.0,3.0,1330.0,18000.0,Manual,6.0,Front,5.9,134.0,19999.0
Hyundai i30,73.0,9.0,1260.0,121630.0,Manual,6.0,Front,6.0,142.0,7450.0
Hyundai i30,206.0,0.0,1584.0,35.0,Automatic,8.0,Front,8.4,191.0,41190.0
Hyundai i30,118.0,0.0,1407.0,12.0,Automatic,7.0,Front,5.4,142.0,28300.0
Hyundai i30,103.0,3.0,1330.0,92000.0,Automatic,7.0,Front,5.7,130.0,15990.0
Hyundai i20,88.0,5.0,1145.0,50886.0,Manual,6.0,Front,4.8,112.0,12950.0
Hyundai i30,88.0,2.0,1584.0,17650.0,Manual,6.0,Front,5.5,126.0,21990.0
Hyundai i20,88.0,6.0,1217.0,50323.0,Manual,6.0,Front,4.8,112.0,11490.0
Hyundai i30,206.0,0.0,1584.0,15.0,Automatic,7.0,Front,8.4,191.0,43990.0
Hyundai i30,118.0,0.0,1584.0,15.0,Automatic,7.0,Front,5.4,124.0,33890.0
Hyundai i30,73.0,9.0,1421.0,117400.0,Manual,6.0,Front,6.6,148.0,7950.0
Hyundai i30,117.0,1.0,1584.0,18800.0,Automatic,7.0,Front,5.6,122.0,25990.0
Hyundai i30,117.0,0.0,1430.0,50.0,Automatic,7.0,Front,5.4,124.0,31514.0
Hyundai i30,81.0,5.0,1584.0,96000.0,Manual,6.0,Front,5.9,142.0,10000.0
Hyundai i30,103.0,2.0,1330.0,24327.0,Manual,6.0,Front,5.9,134.0,19950.0
Hyundai i30,206.0,0.0,1610.0,10.0,Automatic,8.0,Front,8.4,191.0,39491.0
Hyundai i30,206.0,0.0,1584.0,10.0,Automatic,8.0,Front,8.4,191.0,42791.0
Hyundai i20,66.0,7.0,1230.0,97000.0,Manual,6.0,Front,4.1,106.0,9000.0
Hyundai i30,117.0,1.0,1345.0,29800.0,Manual,6.0,Front,5.4,124.0,25950.0
Hyundai i30,202.0,3.0,1584.0,25847.0,Manual,6.0,Front,7.8,178.0,26840.0
Hyundai i30,206.0,0.0,1549.0,999.0,Automatic,8.0,Front,8.4,191.0,41950.0
Hyundai i30,103.0,3.0,1330.0,65900.0,Manual,6.0,Front,5.9,134.0,19990.0
Hyundai i20,57.0,12.0,1085.0,113000.0,Manual,5.0,Front,5.2,124.0,3000.0
Hyundai i30,66.0,8.0,1360.0,155000.0,Manual,6.0,Front,4.1,103.5,3500.0
Hyundai TUCSON,110.0,0.0,1425.0,1.0,Manual,6.0,Front,6.3,147.0,24900.0
Hyundai TUCSON,85.0,5.0,1425.0,166520.0,Manual,6.0,Front,4.6,129.0,14490.0
Hyundai TUCSON,195.0,0.0,1893.0,15.0,Automatic,6.0,4WD,1.5,35.0,43520.0
Hyundai TUCSON,130.0,6.0,1688.0,137000.0,Manual,6.0,Front,7.3,173.0,15490.0
Hyundai TUCSON,169.0,0.0,1629.0,692.0,Automatic,6.0,4WD,0.0,147.0,43600.0
Hyundai TUCSON,84.0,4.0,1425.0,76999.0,Manual,6.0,Front,4.6,129.0,18000.0
Hyundai TUCSON,84.0,6.0,1425.0,148377.0,Manual,6.0,Front,4.6,129.0,14500.0
Hyundai TUCSON,97.0,2.0,1425.0,49990.0,Manual,6.0,Front,6.3,147.0,19990.0
Hyundai TUCSON,97.0,6.0,1379.0,88507.0,Manual,6.0,Front,6.3,147.0,15990.0
Hyundai TUCSON,85.0,4.0,1425.0,188440.0,Manual,6.0,Front,4.0,129.0,14900.0
Hyundai TUCSON,136.0,6.0,1425.0,90100.0,Manual,6.0,4WD,4.65,129.0,20990.0
Hyundai TUCSON,84.0,4.0,1425.0,76999.0,Manual,6.0,Front,4.6,129.0,18000.0
Hyundai TUCSON,130.0,1.0,1466.0,7627.0,Automatic,7.0,Front,6.4,146.0,33150.0
Hyundai TUCSON,195.0,0.0,1893.0,4920.0,Automatic,6.0,4WD,1.8,37.0,44990.0
Hyundai TUCSON,195.0,0.0,1999.0,10000.0,Automatic,6.0,4WD,1.4,31.0,41190.0
Hyundai TUCSON,195.0,0.0,1893.0,4670.0,Automatic,6.0,4WD,1.8,37.0,45990.0
Hyundai TUCSON,130.0,6.0,1425.0,71950.0,Manual,6.0,Front,6.3,147.0,19490.0
Hyundai TUCSON,85.0,5.0,1425.0,110000.0,Manual,6.0,Front,4.6,119.0,16490.0
Hyundai TUCSON,130.0,2.0,1470.0,24691.0,Automatic,7.0,Front,6.3,151.0,29990.0
Hyundai TUCSON,110.0,0.0,1425.0,100.0,Manual,6.0,Front,6.0,147.0,28575.0
Hyundai TUCSON,100.0,4.0,1425.0,34850.0,Automatic,6.0,Front,4.65,129.0,25500.0
Hyundai TUCSON,169.0,0.0,1425.0,2246.0,Automatic,6.0,Front,6.3,147.0,34500.0
Hyundai TUCSON,169.0,0.0,1564.0,5.0,Automatic,6.0,Front,6.3,131.0,40990.0
Hyundai TUCSON,195.0,1.0,1893.0,27111.0,Automatic,6.0,4WD,1.4,31.0,44391.0
Hyundai TUCSON,85.0,1.0,1425.0,12533.0,Manual,6.0,Front,5.3,129.0,26590.0
Hyundai TUCSON,130.0,5.0,1583.0,36938.0,Automatic,6.0,4WD,7.6,180.0,24990.0
Hyundai TUCSON,195.0,0.0,1893.0,3780.0,Automatic,6.0,4WD,1.8,37.0,45990.0
Hyundai TUCSON,169.0,0.0,1629.0,11682.0,Automatic,6.0,Front,0.0,147.0,37900.0
Hyundai TUCSON,103.0,13.0,1425.0,121000.0,Manual,6.0,Front,4.65,129.0,6485.0
Hyundai TUCSON,130.0,4.0,1425.0,93900.0,Automatic,7.0,4WD,6.3,0.0,25890.0
Hyundai TUCSON,136.0,6.0,1425.0,83713.0,Automatic,6.0,4WD,6.5,170.0,23900.0
Hyundai TUCSON,130.0,4.0,1688.0,23000.0,Manual,6.0,Front,6.3,169.0,21391.0
Hyundai TUCSON,84.0,6.0,1425.0,148377.0,Manual,6.0,Front,4.6,129.0,14500.0
Hyundai TUCSON,110.0,0.0,1425.0,5.0,Manual,6.0,Front,6.2,141.0,30990.0
Hyundai TUCSON,97.0,3.0,1425.0,86511.0,Manual,6.0,Front,6.3,162.0,20750.0
Hyundai TUCSON,110.0,0.0,1735.0,150.0,Manual,6.0,Front,6.8,0.0,34990.0
Hyundai TUCSON,100.0,2.0,1425.0,40255.0,Automatic,6.0,Front,5.5,143.0,26900.0
Hyundai TUCSON,97.0,4.0,1539.0,63948.0,Manual,6.0,Front,6.3,147.0,15880.0
Hyundai TUCSON,100.0,4.0,1425.0,34850.0,Automatic,6.0,Front,4.65,129.0,25500.0
Hyundai TUCSON,85.0,6.0,1425.0,136776.0,Manual,6.0,Front,4.6,129.0,17290.0
Hyundai TUCSON,104.0,4.0,1623.0,126515.0,Automatic,7.0,Front,4.9,129.0,19979.0
Hyundai TUCSON,97.0,6.0,1425.0,63550.0,Manual,6.0,Front,6.3,0.0,16845.0
Hyundai TUCSON,195.0,0.0,1425.0,14697.0,Automatic,6.0,4WD,6.0,100.0,40440.0
Hyundai TUCSON,195.0,0.0,1893.0,3870.0,Automatic,6.0,4WD,1.8,37.0,44990.0
Hyundai TUCSON,132.0,0.0,1663.0,10.0,Manual,6.0,Front,5.8,133.0,36330.0
Hyundai TUCSON,132.0,1.0,1760.0,7300.0,Automatic,6.0,Front,4.9,112.0,34988.0
Hyundai TUCSON,110.0,0.0,1425.0,100.0,Manual,6.0,Front,6.0,147.0,27695.0
Hyundai TUCSON,194.0,1.0,1893.0,49300.0,Automatic,6.0,4WD,1.4,31.0,43791.0
Hyundai TUCSON,136.0,6.0,1425.0,68650.0,Automatic,6.0,4WD,5.9,0.0,23900.0
Hyundai TUCSON,130.0,4.0,1425.0,62986.0,Automatic,6.0,Front,7.3,173.0,21440.0
Hyundai TUCSON,85.0,6.0,1425.0,105067.0,Manual,6.0,Front,4.6,0.0,15900.0
Hyundai TUCSON,100.0,3.0,1425.0,52996.0,Automatic,6.0,Front,4.65,129.0,23980.0
Hyundai TUCSON,130.0,3.0,1425.0,44424.0,Manual,6.0,Front,7.5,147.0,22490.0
Hyundai TUCSON,110.0,0.0,1500.0,4990.0,Manual,6.0,Front,6.3,159.0,32788.0
Hyundai TUCSON,130.0,3.0,1545.0,19500.0,Manual,6.0,Front,7.5,173.0,20990.0
Hyundai TUCSON,136.0,6.0,1826.0,47800.0,Automatic,6.0,4WD,6.5,170.0,22389.0
Hyundai TUCSON,97.0,6.0,1539.0,96856.0,Manual,6.0,Front,6.3,144.0,15480.0
Hyundai TUCSON,85.0,7.0,1425.0,111708.0,Manual,6.0,Front,4.65,129.0,14300.0
Hyundai TUCSON,130.0,3.0,1742.0,31375.0,Automatic,7.0,Front,7.2,165.0,26900.0
Hyundai TUCSON,136.0,6.0,1425.0,67028.0,Automatic,6.0,4WD,5.9,0.0,23900.0
Hyundai TUCSON,195.0,0.0,1893.0,4812.0,Automatic,6.0,4WD,1.4,31.0,52940.0
Hyundai TUCSON,132.0,2.0,1425.0,9000.0,Automatic,6.0,4WD,6.0,137.0,37500.0
Hyundai TUCSON,132.0,0.0,1538.0,1000.0,Manual,6.0,Front,5.8,133.0,32990.0
Hyundai TUCSON,130.0,4.0,1425.0,50299.0,Automatic,6.0,4WD,7.6,177.0,24900.0
Hyundai TUCSON,85.0,1.0,1425.0,4000.0,Manual,6.0,Front,4.5,129.0,23000.0
Hyundai TUCSON,100.0,4.0,1425.0,34850.0,Automatic,6.0,Front,4.65,129.0,25500.0
Hyundai TUCSON,110.0,0.0,1500.0,4990.0,Manual,6.0,Front,6.3,159.0,31490.0
Hyundai TUCSON,132.0,1.0,1538.0,13000.0,Manual,6.0,Front,5.8,133.0,34990.0
Hyundai TUCSON,130.0,4.0,1609.0,57656.0,Automatic,7.0,4WD,7.5,175.0,23380.0
Hyundai TUCSON,129.0,5.0,1425.0,80385.0,Automatic,6.0,Front,7.5,147.0,22890.0
Hyundai TUCSON,110.0,0.0,1425.0,8.0,Manual,6.0,Front,6.2,141.0,29990.0
Hyundai TUCSON,169.0,1.0,1425.0,23100.0,Automatic,6.0,Front,5.5,147.0,35401.0
Hyundai TUCSON,169.0,0.0,1629.0,10.0,Automatic,6.0,Front,0.0,147.0,40690.0
Hyundai TUCSON,104.0,6.0,1470.0,118100.0,Automatic,7.0,Front,4.0,129.0,17990.0
Hyundai TUCSON,85.0,5.0,1425.0,80525.0,Manual,6.0,Front,4.65,129.0,17400.0
Hyundai TUCSON,130.0,3.0,1425.0,32443.0,Automatic,6.0,4WD,6.3,0.0,27500.0
Hyundai TUCSON,130.0,5.0,1524.0,52535.0,Manual,6.0,Front,7.3,169.0,20480.0
Hyundai TUCSON,110.0,1.0,1425.0,11183.0,Manual,6.0,Front,6.3,147.0,29999.0
Hyundai TUCSON,85.0,4.0,1425.0,102211.0,Manual,6.0,Front,4.65,129.0,16990.0
Hyundai TUCSON,136.0,2.0,1425.0,47987.0,Automatic,8.0,4WD,4.65,129.0,32990.0
Hyundai TUCSON,97.0,4.0,1425.0,21610.0,Manual,6.0,Front,6.3,147.0,18500.0
Hyundai TUCSON,130.0,4.0,1600.0,113300.0,Automatic,7.0,Front,7.1,165.0,21890.0
Hyundai TUCSON,100.0,3.0,1425.0,49500.0,Automatic,6.0,Front,4.65,129.0,24750.0
Hyundai TUCSON,130.0,6.0,1425.0,110105.0,Manual,6.0,4WD,7.6,177.0,18900.0
Hyundai TUCSON,110.0,0.0,1663.0,12.0,Manual,6.0,Front,5.9,139.0,33990.0
Hyundai TUCSON,100.0,3.0,1741.0,39181.0,Manual,6.0,Front,5.0,132.0,24970.0
Hyundai TUCSON,100.0,1.0,1425.0,20500.0,Automatic,6.0,Front,5.5,129.0,35200.0
Hyundai TUCSON,97.0,4.0,1454.0,44790.0,Manual,6.0,Front,6.3,147.0,19470.0
Hyundai TUCSON,100.0,3.0,1425.0,49500.0,Automatic,6.0,Front,4.65,129.0,24750.0
Hyundai TUCSON,97.0,4.0,1688.0,58300.0,Manual,6.0,Front,7.3,169.0,20490.0
Hyundai TUCSON,130.0,4.0,1583.0,24049.0,Automatic,6.0,4WD,7.6,180.0,26990.0
Hyundai TUCSON,130.0,4.0,1425.0,34750.0,Manual,6.0,Front,6.3,147.0,20840.0
Hyundai TUCSON,130.0,7.0,1425.0,89280.0,Automatic,6.0,4WD,7.6,0.0,23990.0
Hyundai TUCSON,97.0,6.0,1425.0,71390.0,Manual,6.0,Front,6.3,147.0,16900.0
Hyundai TUCSON,130.0,2.0,1803.0,25600.0,Automatic,7.0,4WD,7.3,166.0,31890.0
Hyundai TUCSON,84.0,6.0,1425.0,148377.0,Manual,6.0,Front,4.6,129.0,14500.0
Hyundai TUCSON,84.0,4.0,1425.0,76999.0,Manual,6.0,Front,4.6,129.0,18000.0
Hyundai TUCSON,130.0,6.0,1425.0,83408.0,Manual,6.0,4WD,7.6,177.0,20900.0
Hyundai TUCSON,135.0,3.0,1425.0,26494.0,Automatic,6.0,Front,6.5,129.0,26390.0
Hyundai TUCSON,169.0,2.0,1425.0,20143.0,Automatic,6.0,Front,5.5,147.0,36110.0
Hyundai TUCSON,100.0,1.0,1425.0,14681.0,Automatic,6.0,Front,6.3,147.0,33622.0
Hyundai TUCSON,130.0,5.0,1524.0,23300.0,Manual,6.0,Front,7.3,169.0,18890.0
Hyundai TUCSON,130.0,6.0,1425.0,79703.0,Manual,6.0,Front,7.3,0.0,19450.0
Hyundai TUCSON,97.0,6.0,1425.0,95980.0,Manual,6.0,Front,6.3,147.0,14117.0
Hyundai TUCSON,104.0,4.0,1425.0,80000.0,Manual,7.0,Front,4.0,129.0,21166.0
Hyundai TUCSON,97.0,3.0,1489.0,53000.0,Manual,6.0,Front,6.6,152.0,18990.0
Hyundai TUCSON,110.0,0.0,1425.0,4.0,Manual,6.0,Front,6.2,141.0,30990.0
Hyundai TUCSON,169.0,0.0,1629.0,10.0,Automatic,6.0,Front,0.0,147.0,41490.0
Hyundai TUCSON,100.0,1.0,1425.0,13639.0,Automatic,6.0,Front,4.6,147.0,33622.0
Hyundai IONIQ,173.0,0.0,2015.0,21.0,Automatic,1.0,4WD,3.9,79.0,51689.0
Hyundai TUCSON,130.0,5.0,1425.0,83000.0,Automatic,6.0,Front,7.6,180.0,22490.0
Hyundai TUCSON,97.0,3.0,1711.0,29500.0,Manual,6.0,Front,7.6,175.0,20900.0
Hyundai TUCSON,97.0,3.0,1425.0,55000.0,Manual,6.0,Front,6.3,147.0,18980.0
Hyundai TUCSON,130.0,4.0,1425.0,45619.0,Manual,6.0,Front,6.3,147.0,22190.0
Hyundai TUCSON,85.0,4.0,1425.0,80000.0,Manual,6.0,Front,4.8,129.0,19900.0
Hyundai TUCSON,100.0,2.0,1425.0,50610.0,Automatic,6.0,Front,5.6,129.0,27290.0
Hyundai TUCSON,100.0,1.0,1425.0,23806.0,Automatic,6.0,Front,6.0,147.0,33600.0
Hyundai TUCSON,84.0,5.0,1425.0,139671.0,Manual,6.0,Front,4.6,129.0,15800.0
Hyundai TUCSON,169.0,1.0,1629.0,27417.0,Automatic,6.0,Front,0.0,147.0,32700.0
Hyundai TUCSON,132.0,1.0,1893.0,1990.0,Automatic,6.0,4WD,1.5,35.0,47490.0
Hyundai TUCSON,97.0,3.0,1648.0,45338.0,Manual,6.0,Front,6.8,167.0,20987.0
Hyundai TUCSON,130.0,5.0,1425.0,46421.0,Automatic,6.0,Front,6.3,147.0,22480.0
Hyundai TUCSON,97.0,0.0,1425.0,46500.0,Manual,6.0,Front,7.0,147.0,21486.0
Hyundai TUCSON,135.0,5.0,1425.0,86154.0,Automatic,6.0,Front,6.5,129.0,22690.0
Hyundai TUCSON,169.0,0.0,1760.0,25.0,Automatic,6.0,Front,4.9,112.0,39485.0
Hyundai TUCSON,130.0,4.0,1703.0,48220.0,Automatic,7.0,Front,7.1,165.0,23950.0
Hyundai TUCSON,130.0,3.0,1577.0,30264.0,Automatic,6.0,Front,6.3,0.0,24900.0
Hyundai TUCSON,130.0,3.0,1744.0,49157.0,Automatic,7.0,4WD,7.6,180.0,28990.0
Hyundai TUCSON,97.0,2.0,1489.0,45100.0,Manual,6.0,Front,7.2,165.0,24990.0
Hyundai TUCSON,104.0,5.0,1425.0,76531.0,Automatic,6.0,Front,4.9,0.0,23990.0
Hyundai TUCSON,130.0,4.0,1583.0,62275.0,Automatic,7.0,4WD,7.5,175.0,25790.0
Hyundai TUCSON,97.0,3.0,1489.0,29100.0,Manual,6.0,Front,6.8,157.0,21490.0
Hyundai i20,88.0,4.0,1250.0,49983.0,Manual,6.0,Front,5.1,0.0,17900.0
Hyundai TUCSON,110.0,0.0,1500.0,10.0,Manual,6.0,Front,6.3,144.0,29999.0
Hyundai TUCSON,96.0,3.0,1379.0,29756.0,Manual,6.0,Front,6.3,147.0,17572.0
Hyundai TUCSON,130.0,4.0,1524.0,52880.0,Manual,6.0,Front,7.3,169.0,20470.0
Hyundai TUCSON,96.0,4.0,1379.0,50688.0,Manual,6.0,Front,6.3,147.0,15572.0
Hyundai TUCSON,132.0,0.0,1764.0,25.0,Automatic,7.0,4WD,6.0,137.0,43985.0
Hyundai TUCSON,84.0,4.0,1425.0,105000.0,Manual,6.0,Front,4.6,129.0,18500.0
Hyundai TUCSON,132.0,0.0,1425.0,16.0,Manual,6.0,Front,5.8,133.0,39590.0
Hyundai TUCSON,97.0,3.0,1425.0,14400.0,Manual,6.0,Front,6.8,157.0,20900.0
Hyundai TUCSON,84.0,4.0,1425.0,105000.0,Manual,6.0,Front,4.6,129.0,18500.0
Hyundai TUCSON,104.0,5.0,1425.0,50000.0,Automatic,6.0,Front,4.9,129.0,21999.0
Hyundai TUCSON,110.0,0.0,1539.0,50.0,Manual,6.0,Front,6.3,147.0,30999.0
Hyundai TUCSON,97.0,5.0,1425.0,46082.0,Manual,6.0,Front,6.3,149.0,18980.0
Hyundai TUCSON,100.0,2.0,1425.0,31278.0,Automatic,7.0,Front,4.65,0.0,28691.0
Hyundai TUCSON,110.0,0.0,1539.0,50.0,Manual,6.0,Front,6.3,147.0,30999.0
Hyundai TUCSON,110.0,1.0,1425.0,12641.0,Manual,6.0,Front,6.2,142.0,27990.0
Hyundai TUCSON,130.0,6.0,1425.0,64711.0,Automatic,6.0,4WD,7.6,175.0,24900.0
Hyundai TUCSON,97.0,3.0,1379.0,71000.0,Manual,6.0,Front,6.8,147.0,19900.0
Hyundai TUCSON,97.0,3.0,1648.0,47600.0,Manual,6.0,Front,7.2,165.0,19974.0
